tmin	tmax	Nt	0.00000000e+00	3.00000000e+02	20	log
rmin	rmax	Nr	4.00000000e-01	1.00000000e+02	150	log
themin	themax	Nthe	1.00000000e-06	3.14159265e+00	5	linear


1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02	1.00000000e-02
