nu_min	nu_max	Nnu	2.41798343e+13	1.20899171e+16	40	log
themin	themax	Nthe	1.00000000e-06	1.57079633e+00	10	linear
rmin	rmax	Nr	4.00000000e-01	1.00000000e+02	150	log

m=0, nu=2.41798343e+13
6.59659033e-24	7.28115278e-23	1.41526208e-22	2.12835001e-22	2.86835841e-22	3.63630355e-22	4.43324013e-22	5.26026261e-22	6.11850680e-22	7.00915138e-22	7.93341953e-22	8.89258060e-22	9.88795188e-22	1.09209003e-21	1.19928446e-21	1.31052569e-21	1.42596649e-21	1.54576541e-21	1.67008697e-21	6.81475986e-09	8.18915823e-08	2.26382128e-07	4.35114092e-07	6.58361923e-07	9.56256245e-07	1.33021947e-06	1.77553063e-06	2.24411266e-06	2.79484304e-06	3.42327026e-06	4.08184442e-06	4.82937084e-06	5.66169591e-06	6.53182825e-06	7.49852802e-06	8.56408801e-06	9.72492841e-06	1.09358059e-05	1.22543946e-05	1.36774910e-05	1.51604883e-05	1.67611024e-05	1.84765457e-05	2.02628897e-05	2.21779350e-05	2.42193547e-05	2.63439447e-05	2.86096383e-05	3.10204647e-05	3.35749121e-05	3.62317315e-05	3.90480906e-05	4.20230631e-05	4.51503642e-05	4.84192044e-05	5.18690758e-05	5.55055834e-05	5.93291567e-05	6.33026949e-05	6.74767995e-05	7.18084847e-05	7.63036994e-05	8.09686172e-05	8.58096447e-05	9.08334305e-05	9.60468740e-05	1.01457135e-04	1.07071644e-04	1.12898112e-04	1.18944540e-04	1.25219233e-04	1.31730807e-04	1.38488206e-04	1.45500710e-04	1.52777950e-04	1.60329920e-04	1.68166991e-04	1.76299927e-04	1.84739897e-04	1.93498492e-04	2.02587742e-04	2.12020128e-04	2.21808606e-04	2.31966617e-04	2.42508113e-04	2.53447571e-04	2.64800015e-04	2.76581036e-04	2.88806814e-04	3.01494138e-04	3.14660433e-04	3.28323782e-04	3.42502949e-04	3.57217407e-04	3.72487364e-04	3.88333792e-04	4.04778454e-04	4.21843933e-04	4.39553668e-04	4.57931979e-04	4.77004108e-04	4.96796247e-04	5.17335577e-04	5.38650307e-04	5.60769710e-04	5.83724163e-04	6.07545192e-04	6.32265511e-04	6.57919070e-04	6.84541100e-04	7.12168165e-04	7.40838205e-04	7.70590594e-04	8.01466194e-04	8.33507409e-04	8.66758241e-04	9.01264358e-04	9.37073147e-04	9.74233788e-04	1.01279732e-03	1.05281669e-03	1.09434688e-03	1.13744491e-03	1.18216997e-03	1.22858349e-03	1.27674922e-03	1.32673329e-03	1.37860436e-03	1.43243367e-03	1.48829513e-03	1.54626548e-03	1.60642432e-03	1.66885427e-03	1.73364107e-03	1.80087370e-03	1.87064450e-03	1.94304927e-03	2.01818747e-03	2.09616228e-03	2.17708080e-03	2.26105414e-03	2.34819764e-03	2.43863098e-03	2.53247836e-03	2.62986865e-03	2.73093562e-03	2.83581806e-03	2.94466002e-03	3.05761098e-03	3.17482605e-03
1.31931807e-23	7.96571523e-23	1.48630268e-22	2.20207254e-22	2.94486410e-22	3.71569748e-22	4.51563133e-22	5.34576425e-22	6.20723629e-22	7.10123058e-22	8.02897490e-22	8.99174337e-22	9.99085823e-22	1.10276916e-21	1.21036675e-21	1.32202635e-21	1.43790133e-21	1.55815081e-21	1.68293994e-21	1.36295197e-08	9.56355660e-08	2.47176820e-07	4.56693825e-07	6.87392162e-07	9.92878423e-07	1.37458311e-06	1.82156908e-06	2.29834866e-06	2.85744941e-06	3.48824014e-06	4.15568964e-06	4.91229031e-06	5.74774575e-06	6.62751202e-06	7.60407386e-06	8.67973545e-06	9.84494178e-06	1.10665630e-05	1.23961691e-05	1.38246177e-05	1.53193455e-05	1.69320016e-05	1.86538966e-05	2.04530754e-05	2.23813092e-05	2.44304067e-05	2.65690669e-05	2.88492319e-05	3.12749488e-05	3.38390034e-05	3.65117293e-05	3.93444690e-05	4.23306303e-05	4.54754435e-05	4.87623310e-05	5.22308078e-05	5.58865027e-05	5.97244565e-05	6.37185355e-05	6.79083389e-05	7.22563155e-05	7.67684367e-05	8.14508992e-05	8.63101339e-05	9.13528141e-05	9.65858653e-05	1.02016474e-04	1.07652100e-04	1.13500481e-04	1.19569649e-04	1.25867941e-04	1.32404005e-04	1.39186819e-04	1.46225697e-04	1.53530307e-04	1.61110679e-04	1.68977226e-04	1.77140750e-04	1.85612462e-04	1.94403999e-04	2.03527433e-04	2.12995295e-04	2.22820586e-04	2.33016802e-04	2.43597945e-04	2.54578546e-04	2.65973687e-04	2.77799016e-04	2.90070774e-04	3.02805816e-04	3.16021629e-04	3.29736366e-04	3.43968861e-04	3.58738659e-04	3.74066047e-04	3.89972073e-04	4.06478583e-04	4.23608246e-04	4.41384587e-04	4.59832019e-04	4.78975878e-04	4.98842455e-04	5.19459034e-04	5.40853928e-04	5.63056522e-04	5.86097307e-04	6.10007926e-04	6.34821218e-04	6.60571260e-04	6.87293416e-04	7.15024386e-04	7.43802254e-04	7.73666542e-04	8.04658265e-04	8.36819986e-04	8.70195875e-04	9.04831769e-04	9.40775235e-04	9.78075637e-04	1.01678420e-03	1.05695409e-03	1.09864047e-03	1.14190059e-03	1.18679387e-03	1.23338195e-03	1.28172883e-03	1.33190089e-03	1.38396705e-03	1.43799880e-03	1.49407037e-03	1.55225874e-03	1.61264383e-03	1.67530858e-03	1.74033905e-03	1.80782454e-03	1.87785774e-03	1.95053483e-03	2.02595563e-03	2.10422370e-03	2.18544655e-03	2.26973572e-03	2.35720697e-03	2.44798042e-03	2.54218076e-03	2.63993734e-03	2.74138442e-03	2.84666132e-03	2.95591264e-03	3.06928840e-03	3.18694432e-03
1.97897710e-23	8.65027767e-23	1.55734328e-22	2.27579506e-22	3.02136979e-22	3.79509141e-22	4.59802254e-22	5.43126588e-22	6.29596578e-22	7.19330978e-22	8.12453027e-22	9.09090614e-22	1.00937646e-21	1.11344829e-21	1.22144903e-21	1.33352702e-21	1.44983616e-21	1.57053620e-21	1.69579291e-21	2.04442796e-08	1.09379550e-07	2.67971513e-07	4.78273557e-07	7.16422400e-07	1.02950060e-06	1.41894674e-06	1.86760753e-06	2.35258466e-06	2.92005579e-06	3.55321003e-06	4.22953485e-06	4.99520978e-06	5.83379559e-06	6.72319579e-06	7.70961970e-06	8.79538290e-06	9.96495514e-06	1.11973202e-05	1.25379435e-05	1.39717444e-05	1.54782027e-05	1.71029007e-05	1.88312476e-05	2.06432611e-05	2.25846834e-05	2.46414587e-05	2.67941891e-05	2.90888255e-05	3.15294328e-05	3.41030947e-05	3.67917272e-05	3.96408473e-05	4.26381976e-05	4.58005228e-05	4.91054576e-05	5.25925398e-05	5.62674219e-05	6.01197562e-05	6.41343761e-05	6.83398782e-05	7.27041463e-05	7.72331740e-05	8.19331813e-05	8.68106230e-05	9.18721977e-05	9.71248566e-05	1.02575814e-04	1.08232555e-04	1.14102849e-04	1.20194759e-04	1.26516649e-04	1.33077204e-04	1.39885432e-04	1.46950684e-04	1.54282663e-04	1.61891439e-04	1.69787460e-04	1.77981572e-04	1.86485028e-04	1.95309505e-04	2.04467124e-04	2.13970461e-04	2.23832567e-04	2.34066987e-04	2.44687776e-04	2.55709521e-04	2.67147358e-04	2.79016996e-04	2.91334735e-04	3.04117493e-04	3.17382826e-04	3.31148950e-04	3.45434772e-04	3.60259912e-04	3.75644730e-04	3.91610355e-04	4.08178713e-04	4.25372559e-04	4.43215506e-04	4.61732059e-04	4.80947648e-04	5.00888663e-04	5.21582490e-04	5.43057550e-04	5.65343334e-04	5.88470451e-04	6.12470661e-04	6.37376926e-04	6.63223451e-04	6.90045732e-04	7.17880607e-04	7.46766303e-04	7.76742490e-04	8.07850336e-04	8.40132564e-04	8.73633509e-04	9.08399180e-04	9.44477323e-04	9.81917486e-04	1.02077109e-03	1.06109149e-03	1.10293406e-03	1.14635628e-03	1.19141776e-03	1.23818041e-03	1.28670844e-03	1.33706849e-03	1.38932973e-03	1.44356394e-03	1.49984560e-03	1.55825199e-03	1.61886335e-03	1.68176289e-03	1.74703702e-03	1.81477538e-03	1.88507099e-03	1.95802039e-03	2.03372378e-03	2.11228512e-03	2.19381230e-03	2.27841729e-03	2.36621629e-03	2.45732987e-03	2.55188316e-03	2.65000602e-03	2.75183322e-03	2.85750458e-03	2.96716525e-03	3.08096582e-03	3.19906259e-03
2.63863613e-23	9.33484012e-23	1.62838388e-22	2.34951758e-22	3.09787548e-22	3.87448534e-22	4.68041375e-22	5.51676751e-22	6.38469526e-22	7.28538898e-22	8.22008563e-22	9.19006891e-22	1.01966709e-21	1.12412742e-21	1.23253132e-21	1.34502768e-21	1.46177100e-21	1.58292160e-21	1.70864588e-21	2.72590394e-08	1.23123533e-07	2.88766205e-07	4.99853290e-07	7.45452638e-07	1.06612278e-06	1.46331038e-06	1.91364597e-06	2.40682067e-06	2.98266216e-06	3.61817991e-06	4.30338007e-06	5.07812925e-06	5.91984544e-06	6.81887956e-06	7.81516553e-06	8.91103035e-06	1.00849685e-05	1.13280773e-05	1.26797179e-05	1.41188711e-05	1.56370600e-05	1.72737999e-05	1.90085985e-05	2.08334468e-05	2.27880576e-05	2.48525106e-05	2.70193113e-05	2.93284191e-05	3.17839168e-05	3.43671859e-05	3.70717250e-05	3.99372257e-05	4.29457648e-05	4.61256021e-05	4.94485842e-05	5.29542719e-05	5.66483412e-05	6.05150559e-05	6.45502167e-05	6.87714176e-05	7.31519771e-05	7.76979113e-05	8.24154633e-05	8.73111121e-05	9.23915812e-05	9.76638479e-05	1.03135153e-04	1.08813010e-04	1.14705218e-04	1.20819868e-04	1.27165358e-04	1.33750402e-04	1.40584045e-04	1.47675671e-04	1.55035020e-04	1.62672198e-04	1.70597695e-04	1.78822395e-04	1.87357593e-04	1.96215012e-04	2.05406815e-04	2.14945627e-04	2.24844548e-04	2.35117172e-04	2.45777608e-04	2.56840496e-04	2.68321029e-04	2.80234975e-04	2.92598696e-04	3.05429171e-04	3.18744022e-04	3.32561534e-04	3.46900684e-04	3.61781165e-04	3.77223413e-04	3.93248636e-04	4.09878843e-04	4.27136872e-04	4.45046425e-04	4.63632099e-04	4.82919418e-04	5.02934871e-04	5.23705947e-04	5.45261171e-04	5.67630147e-04	5.90843595e-04	6.14933396e-04	6.39932633e-04	6.65875641e-04	6.92798048e-04	7.20736828e-04	7.49730352e-04	7.79818437e-04	8.11042407e-04	8.43445142e-04	8.77071143e-04	9.11966591e-04	9.48179411e-04	9.85759335e-04	1.02475797e-03	1.06522889e-03	1.10722766e-03	1.15081196e-03	1.19604166e-03	1.24297887e-03	1.29168804e-03	1.34223609e-03	1.39469242e-03	1.44912908e-03	1.50562083e-03	1.56424525e-03	1.62508286e-03	1.68821721e-03	1.75373500e-03	1.82172622e-03	1.89228423e-03	1.96550595e-03	2.04149194e-03	2.12034654e-03	2.20217805e-03	2.28709887e-03	2.37522561e-03	2.46667931e-03	2.56158556e-03	2.66007471e-03	2.76228201e-03	2.86834784e-03	2.97841787e-03	3.09264325e-03	3.21118086e-03
3.29829517e-23	1.00194026e-22	1.69942449e-22	2.42324010e-22	3.17438117e-22	3.95387927e-22	4.76280495e-22	5.60226915e-22	6.47342475e-22	7.37746818e-22	8.31564100e-22	9.28923168e-22	1.02995773e-21	1.13480654e-21	1.24361360e-21	1.35652834e-21	1.47370583e-21	1.59530700e-21	1.72149885e-21	3.40737993e-08	1.36867517e-07	3.09560897e-07	5.21433022e-07	7.74482877e-07	1.10274495e-06	1.50767401e-06	1.95968442e-06	2.46105667e-06	3.04526853e-06	3.68314979e-06	4.37722529e-06	5.16104872e-06	6.00589528e-06	6.91456333e-06	7.92071137e-06	9.02667780e-06	1.02049819e-05	1.14588345e-05	1.28214923e-05	1.42659977e-05	1.57959172e-05	1.74446990e-05	1.91859494e-05	2.10236324e-05	2.29914318e-05	2.50635626e-05	2.72444335e-05	2.95680127e-05	3.20384008e-05	3.46312772e-05	3.73517229e-05	4.02336041e-05	4.32590182e-05	4.64506814e-05	4.97917108e-05	5.33160039e-05	5.70292605e-05	6.09103557e-05	6.49660572e-05	6.92029570e-05	7.35998079e-05	7.81626486e-05	8.28977454e-05	8.78116013e-05	9.29109648e-05	9.82028392e-05	1.03694492e-04	1.09393466e-04	1.15307587e-04	1.21444977e-04	1.27814066e-04	1.34423601e-04	1.41282658e-04	1.48400658e-04	1.55787377e-04	1.63452958e-04	1.71407930e-04	1.79663218e-04	1.88230159e-04	1.97120518e-04	2.06346506e-04	2.15920794e-04	2.25856529e-04	2.36167357e-04	2.46867439e-04	2.57971470e-04	2.69494700e-04	2.81452955e-04	2.93862657e-04	3.06740849e-04	3.20105218e-04	3.33974118e-04	3.48366596e-04	3.63302418e-04	3.78802096e-04	3.94886917e-04	4.11578972e-04	4.28901185e-04	4.46877344e-04	4.65532139e-04	4.84891188e-04	5.04981080e-04	5.25829403e-04	5.47464792e-04	5.69916959e-04	5.93216738e-04	6.17396130e-04	6.42488341e-04	6.68527832e-04	6.95550364e-04	7.23593049e-04	7.52694401e-04	7.82894385e-04	8.14234477e-04	8.46757719e-04	8.80508777e-04	9.15534003e-04	9.51881499e-04	9.89601184e-04	1.02874486e-03	1.06936629e-03	1.11152125e-03	1.15526765e-03	1.20066556e-03	1.24777732e-03	1.29666765e-03	1.34740369e-03	1.40005510e-03	1.45469422e-03	1.51139606e-03	1.57023851e-03	1.63130238e-03	1.69467152e-03	1.76043298e-03	1.82867706e-03	1.89949748e-03	1.97299151e-03	2.04926009e-03	2.12840796e-03	2.21054381e-03	2.29578044e-03	2.38423493e-03	2.47602875e-03	2.57128796e-03	2.67014339e-03	2.77273081e-03	2.87919110e-03	2.98967048e-03	3.10432067e-03	3.22329912e-03
3.95795420e-23	1.07039650e-22	1.77046509e-22	2.49696263e-22	3.25088686e-22	4.03327320e-22	4.84519616e-22	5.68777078e-22	6.56215424e-22	7.46954737e-22	8.41119637e-22	9.38839445e-22	1.04024837e-21	1.14548567e-21	1.25469589e-21	1.36802901e-21	1.48564067e-21	1.60769240e-21	1.73435182e-21	4.08885592e-08	1.50611501e-07	3.30355590e-07	5.43012755e-07	8.03513115e-07	1.13936713e-06	1.55203765e-06	2.00572287e-06	2.51529267e-06	3.10787490e-06	3.74811967e-06	4.45107050e-06	5.24396819e-06	6.09194512e-06	7.01024710e-06	8.02625721e-06	9.14232525e-06	1.03249952e-05	1.15895916e-05	1.29632667e-05	1.44131244e-05	1.59547744e-05	1.76155982e-05	1.93633003e-05	2.12138181e-05	2.31948060e-05	2.52746146e-05	2.74695558e-05	2.98076063e-05	3.22928848e-05	3.48953685e-05	3.76317208e-05	4.05299824e-05	4.35722715e-05	4.67757607e-05	5.01348374e-05	5.36777359e-05	5.74101798e-05	6.13056554e-05	6.53818978e-05	6.96344964e-05	7.40476388e-05	7.86273859e-05	8.33800274e-05	8.83120904e-05	9.34303484e-05	9.87418306e-05	1.04253832e-04	1.09973921e-04	1.15909956e-04	1.22070087e-04	1.28462775e-04	1.35096799e-04	1.41981271e-04	1.49125645e-04	1.56539733e-04	1.64233718e-04	1.72218165e-04	1.80504041e-04	1.89102724e-04	1.98026025e-04	2.07286198e-04	2.16895960e-04	2.26868509e-04	2.37217542e-04	2.47957271e-04	2.59102445e-04	2.70668372e-04	2.82670934e-04	2.95126617e-04	3.08052526e-04	3.21466414e-04	3.35386702e-04	3.49832507e-04	3.64823670e-04	3.80380779e-04	3.96525199e-04	4.13279102e-04	4.30665497e-04	4.48708263e-04	4.67432179e-04	4.86862958e-04	5.07027288e-04	5.27952860e-04	5.49668413e-04	5.72203771e-04	5.95589882e-04	6.19858865e-04	6.45044049e-04	6.71180022e-04	6.98302680e-04	7.26449271e-04	7.55658450e-04	7.85970333e-04	8.17426548e-04	8.50070297e-04	8.83946411e-04	9.19101414e-04	9.55583587e-04	9.93443033e-04	1.03273175e-03	1.07350369e-03	1.11581485e-03	1.15972333e-03	1.20528945e-03	1.25257578e-03	1.30164726e-03	1.35257129e-03	1.40541779e-03	1.46025935e-03	1.51717129e-03	1.57623177e-03	1.63752189e-03	1.70112584e-03	1.76713095e-03	1.83562789e-03	1.90671073e-03	1.98047708e-03	2.05702825e-03	2.13646937e-03	2.21890956e-03	2.30446202e-03	2.39324425e-03	2.48537819e-03	2.58099036e-03	2.68021208e-03	2.78317961e-03	2.89003436e-03	3.00092310e-03	3.11599809e-03	3.23541739e-03
4.61761323e-23	1.13885275e-22	1.84150569e-22	2.57068515e-22	3.32739255e-22	4.11266713e-22	4.92758736e-22	5.77327241e-22	6.65088373e-22	7.56162657e-22	8.50675174e-22	9.48755721e-22	1.05053900e-21	1.15616480e-21	1.26577817e-21	1.37952967e-21	1.49757550e-21	1.62007780e-21	1.74720479e-21	4.77033190e-08	1.64355484e-07	3.51150282e-07	5.64592487e-07	8.32543353e-07	1.17598931e-06	1.59640128e-06	2.05176132e-06	2.56952867e-06	3.17048127e-06	3.81308956e-06	4.52491572e-06	5.32688766e-06	6.17799496e-06	7.10593087e-06	8.13180305e-06	9.25797270e-06	1.04450086e-05	1.17203488e-05	1.31050411e-05	1.45602511e-05	1.61136316e-05	1.77864973e-05	1.95406513e-05	2.14040038e-05	2.33981802e-05	2.54856665e-05	2.76946780e-05	3.00471999e-05	3.25473688e-05	3.51594598e-05	3.79117186e-05	4.08263608e-05	4.38855249e-05	4.71008399e-05	5.04779639e-05	5.40394680e-05	5.77910991e-05	6.17009551e-05	6.57977384e-05	7.00660357e-05	7.44954696e-05	7.90921232e-05	8.38623095e-05	8.88125795e-05	9.39497320e-05	9.92808219e-05	1.04813171e-04	1.10554377e-04	1.16512324e-04	1.22695196e-04	1.29111483e-04	1.35769998e-04	1.42679884e-04	1.49850632e-04	1.57292090e-04	1.65014477e-04	1.73028400e-04	1.81344863e-04	1.89975290e-04	1.98931531e-04	2.08225889e-04	2.17871126e-04	2.27880490e-04	2.38267727e-04	2.49047102e-04	2.60233420e-04	2.71842043e-04	2.83888914e-04	2.96390578e-04	3.09364204e-04	3.22827610e-04	3.36799285e-04	3.51298419e-04	3.66344923e-04	3.81959462e-04	3.98163480e-04	4.14979231e-04	4.32429810e-04	4.50539182e-04	4.69332218e-04	4.88834728e-04	5.09073496e-04	5.30076316e-04	5.51872034e-04	5.74490583e-04	5.97963026e-04	6.22321599e-04	6.47599756e-04	6.73832213e-04	7.01054996e-04	7.29305492e-04	7.58622499e-04	7.89046280e-04	8.20618619e-04	8.53382875e-04	8.87384045e-04	9.22668825e-04	9.59285675e-04	9.97284882e-04	1.03671863e-03	1.07764109e-03	1.12010844e-03	1.16417902e-03	1.20991335e-03	1.25737424e-03	1.30662687e-03	1.35773888e-03	1.41078048e-03	1.46582449e-03	1.52294652e-03	1.58222503e-03	1.64374141e-03	1.70758015e-03	1.77382893e-03	1.84257873e-03	1.91392397e-03	1.98796264e-03	2.06479640e-03	2.14453079e-03	2.22727531e-03	2.31314360e-03	2.40225358e-03	2.49472763e-03	2.59069276e-03	2.69028076e-03	2.79362841e-03	2.90087763e-03	3.01217571e-03	3.12767551e-03	3.24753566e-03
5.27727227e-23	1.20730899e-22	1.91254629e-22	2.64440767e-22	3.40389824e-22	4.19206106e-22	5.00997857e-22	5.85877405e-22	6.73961321e-22	7.65370577e-22	8.60230710e-22	9.58671998e-22	1.06082964e-21	1.16684392e-21	1.27686046e-21	1.39103033e-21	1.50951034e-21	1.63246320e-21	1.76005777e-21	5.45180789e-08	1.78099468e-07	3.71944975e-07	5.86172220e-07	8.61573592e-07	1.21261149e-06	1.64076491e-06	2.09779976e-06	2.62376467e-06	3.23308764e-06	3.87805944e-06	4.59876094e-06	5.40980713e-06	6.26404480e-06	7.20161464e-06	8.23734888e-06	9.37362015e-06	1.05650220e-05	1.18511059e-05	1.32468155e-05	1.47073777e-05	1.62724888e-05	1.79573965e-05	1.97180022e-05	2.15941895e-05	2.36015544e-05	2.56967185e-05	2.79198002e-05	3.02867935e-05	3.28018528e-05	3.54235510e-05	3.81917165e-05	4.11227392e-05	4.41987782e-05	4.74259192e-05	5.08210905e-05	5.44012000e-05	5.81720184e-05	6.20962549e-05	6.62135790e-05	7.04975751e-05	7.49433004e-05	7.95568605e-05	8.43445915e-05	8.93130687e-05	9.44691155e-05	9.98198132e-05	1.05372510e-04	1.11134832e-04	1.17114693e-04	1.23320305e-04	1.29760192e-04	1.36443196e-04	1.43378497e-04	1.50575619e-04	1.58044447e-04	1.65795237e-04	1.73838635e-04	1.82185686e-04	1.90847855e-04	1.99837038e-04	2.09165580e-04	2.18846292e-04	2.28892471e-04	2.39317912e-04	2.50136934e-04	2.61364395e-04	2.73015714e-04	2.85106894e-04	2.97654539e-04	3.10675882e-04	3.24188806e-04	3.38211869e-04	3.52764331e-04	3.67866176e-04	3.83538145e-04	3.99801761e-04	4.16679361e-04	4.34194123e-04	4.52370101e-04	4.71232258e-04	4.90806498e-04	5.11119704e-04	5.32199773e-04	5.54075656e-04	5.76777395e-04	6.00336170e-04	6.24784334e-04	6.50155464e-04	6.76484403e-04	7.03807312e-04	7.32161713e-04	7.61586548e-04	7.92122228e-04	8.23810690e-04	8.56695452e-04	8.90821679e-04	9.26236236e-04	9.62987763e-04	1.00112673e-03	1.04070552e-03	1.08177848e-03	1.12440203e-03	1.16863470e-03	1.21453725e-03	1.26217270e-03	1.31160648e-03	1.36290648e-03	1.41614316e-03	1.47138963e-03	1.52872176e-03	1.58821828e-03	1.64996092e-03	1.71403446e-03	1.78052691e-03	1.84952957e-03	1.92113722e-03	1.99544820e-03	2.07256456e-03	2.15259221e-03	2.23564106e-03	2.32182517e-03	2.41126290e-03	2.50407707e-03	2.60039516e-03	2.70034945e-03	2.80407721e-03	2.91172089e-03	3.02342832e-03	3.13935294e-03	3.25965393e-03
5.93693130e-23	1.27576524e-22	1.98358689e-22	2.71813019e-22	3.48040393e-22	4.27145499e-22	5.09236977e-22	5.94427568e-22	6.82834270e-22	7.74578497e-22	8.69786247e-22	9.68588275e-22	1.07112027e-21	1.17752305e-21	1.28794274e-21	1.40253099e-21	1.52144517e-21	1.64484860e-21	1.77291074e-21	6.13328387e-08	1.91843452e-07	3.92739667e-07	6.07751952e-07	8.90603830e-07	1.24923366e-06	1.68512855e-06	2.14383821e-06	2.67800067e-06	3.29569401e-06	3.94302932e-06	4.67260615e-06	5.49272660e-06	6.35009464e-06	7.29729841e-06	8.34289472e-06	9.48926760e-06	1.06850353e-05	1.19818631e-05	1.33885899e-05	1.48545044e-05	1.64313460e-05	1.81282956e-05	1.98953531e-05	2.17843751e-05	2.38049286e-05	2.59077705e-05	2.81449224e-05	3.05263871e-05	3.30563368e-05	3.56876423e-05	3.84717144e-05	4.14191175e-05	4.45120316e-05	4.77509985e-05	5.11642171e-05	5.47629320e-05	5.85529377e-05	6.24915546e-05	6.66294195e-05	7.09291145e-05	7.53911312e-05	8.00215978e-05	8.48268736e-05	8.98135578e-05	9.49884991e-05	1.00358805e-04	1.05931849e-04	1.11715288e-04	1.17717062e-04	1.23945415e-04	1.30408900e-04	1.37116395e-04	1.44077110e-04	1.51300606e-04	1.58796803e-04	1.66575996e-04	1.74648869e-04	1.83026509e-04	1.91720421e-04	2.00742544e-04	2.10105271e-04	2.19821459e-04	2.29904451e-04	2.40368097e-04	2.51226765e-04	2.62495369e-04	2.74189385e-04	2.86324873e-04	2.98918499e-04	3.11987560e-04	3.25550002e-04	3.39624453e-04	3.54230242e-04	3.69387428e-04	3.85116828e-04	4.01440043e-04	4.18379491e-04	4.35958436e-04	4.54201020e-04	4.73132298e-04	4.92778268e-04	5.13165912e-04	5.34323230e-04	5.56279277e-04	5.79064207e-04	6.02709314e-04	6.27247068e-04	6.52711171e-04	6.79136594e-04	7.06559628e-04	7.35017934e-04	7.64550597e-04	7.95198176e-04	8.27002760e-04	8.60008030e-04	8.94259312e-04	9.29803648e-04	9.66689851e-04	1.00496858e-03	1.04469241e-03	1.08591588e-03	1.12869563e-03	1.17309039e-03	1.21916114e-03	1.26697115e-03	1.31658609e-03	1.36807408e-03	1.42150585e-03	1.47695476e-03	1.53449699e-03	1.59421154e-03	1.65618044e-03	1.72048878e-03	1.78722489e-03	1.85648041e-03	1.92835047e-03	2.00293376e-03	2.08033271e-03	2.16065363e-03	2.24400681e-03	2.33050675e-03	2.42027222e-03	2.51342651e-03	2.61009756e-03	2.71041814e-03	2.81452600e-03	2.92256415e-03	3.03468094e-03	3.15103036e-03	3.27177220e-03
6.59659033e-23	1.34422148e-22	2.05462749e-22	2.79185271e-22	3.55690962e-22	4.35084892e-22	5.17476098e-22	6.02977732e-22	6.91707219e-22	7.83786417e-22	8.79341784e-22	9.78504552e-22	1.08141091e-21	1.18820218e-21	1.29902503e-21	1.41403166e-21	1.53338001e-21	1.65723399e-21	1.78576371e-21	6.81475986e-08	2.05587435e-07	4.13534360e-07	6.29331685e-07	9.19634068e-07	1.28585584e-06	1.72949218e-06	2.18987666e-06	2.73223667e-06	3.35830038e-06	4.00799920e-06	4.74645137e-06	5.57564607e-06	6.43614448e-06	7.39298218e-06	8.44844056e-06	9.60491504e-06	1.08050487e-05	1.21126202e-05	1.35303644e-05	1.50016311e-05	1.65902033e-05	1.82991948e-05	2.00727041e-05	2.19745608e-05	2.40083028e-05	2.61188224e-05	2.83700447e-05	3.07659807e-05	3.33108208e-05	3.59517336e-05	3.87517122e-05	4.17154959e-05	4.48252850e-05	4.80760778e-05	5.15073437e-05	5.51246641e-05	5.89338570e-05	6.28868543e-05	6.70452601e-05	7.13606538e-05	7.58389621e-05	8.04863351e-05	8.53091556e-05	9.03140469e-05	9.55078827e-05	1.00897796e-04	1.06491189e-04	1.12295743e-04	1.18319431e-04	1.24570524e-04	1.31057609e-04	1.37789593e-04	1.44775723e-04	1.52025593e-04	1.59549160e-04	1.67356756e-04	1.75459104e-04	1.83867332e-04	1.92592986e-04	2.01648051e-04	2.11044962e-04	2.20796625e-04	2.30916432e-04	2.41418282e-04	2.52316597e-04	2.63626344e-04	2.75363057e-04	2.87542853e-04	3.00182460e-04	3.13299237e-04	3.26911198e-04	3.41037037e-04	3.55696154e-04	3.70908681e-04	3.86695511e-04	4.03078324e-04	4.20079620e-04	4.37722749e-04	4.56031940e-04	4.75032338e-04	4.94750039e-04	5.15212121e-04	5.36446686e-04	5.58482898e-04	5.81351020e-04	6.05082457e-04	6.29709803e-04	6.55266879e-04	6.81788785e-04	7.09311944e-04	7.37874155e-04	7.67514646e-04	7.98274124e-04	8.30194831e-04	8.63320607e-04	8.97696946e-04	9.33371059e-04	9.70391939e-04	1.00881043e-03	1.04867929e-03	1.09005328e-03	1.13298922e-03	1.17754608e-03	1.22378504e-03	1.27176961e-03	1.32156570e-03	1.37324168e-03	1.42686853e-03	1.48251990e-03	1.54027222e-03	1.60020480e-03	1.66239995e-03	1.72694309e-03	1.79392286e-03	1.86343125e-03	1.93556371e-03	2.01041932e-03	2.08810087e-03	2.16871505e-03	2.25237257e-03	2.33918832e-03	2.42928154e-03	2.52277596e-03	2.61979997e-03	2.72048682e-03	2.82497480e-03	2.93340741e-03	3.04593355e-03	3.16270778e-03	3.28389047e-03
